Date,Open,High,Low,Close,Adj Close,Volume
2023-03-02,13.260000,13.710000,13.130000,13.700000,13.700000,1393200
2023-03-03,13.940000,14.290000,13.800000,13.950000,13.950000,2183300
2023-03-06,14.010000,14.175000,13.500000,13.610000,13.610000,1586400
2023-03-07,13.670000,13.950000,13.350000,13.440000,13.440000,1885600
2023-03-08,13.420000,13.590000,13.180000,13.290000,13.290000,1761000
2023-03-09,13.230000,13.580000,12.710000,12.780000,12.780000,1574900
2023-03-10,12.750000,12.750000,11.920000,12.310000,12.310000,2316900
2023-03-13,12.140000,12.705000,11.690000,12.410000,12.410000,2417800
2023-03-14,12.820000,12.930000,12.615000,12.770000,12.770000,2054100
2023-03-15,12.400000,13.690000,12.360000,13.590000,13.590000,3235100
2023-03-16,13.670000,14.050000,13.540000,13.760000,13.760000,3312800
2023-03-17,13.680000,14.000000,13.480000,13.520000,13.520000,6121600
2023-03-20,13.410000,14.059000,13.230000,13.600000,13.600000,2591500
2023-03-21,13.760000,14.410000,13.635000,14.240000,14.240000,2483300
2023-03-22,14.270000,14.405000,13.790000,13.810000,13.810000,2212200
2023-03-23,14.150000,14.735000,14.050000,14.190000,14.190000,1817200
2023-03-24,14.150000,14.345000,13.850000,14.170000,14.170000,1728300
2023-03-27,14.250000,14.350000,13.685000,14.150000,14.150000,2424000
2023-03-28,14.110000,14.145000,13.830000,13.970000,13.970000,1740100
2023-03-29,14.280000,15.060000,14.240000,14.980000,14.980000,2725700
2023-03-30,15.340000,15.380000,14.905000,15.000000,15.000000,2675900
2023-03-31,15.220000,15.880000,15.070000,15.750000,15.750000,2517900
2023-04-03,15.620000,16.007999,15.560000,15.830000,15.830000,2150900
2023-04-04,15.920000,16.559999,15.920000,16.400000,16.400000,2607600
2023-04-05,16.309999,16.360001,15.250000,15.700000,15.700000,3350700
2023-04-06,15.620000,15.950000,15.260000,15.720000,15.720000,2306500
2023-04-10,15.450000,15.920000,15.260000,15.860000,15.860000,2247500
2023-04-11,15.860000,16.160000,15.770000,15.960000,15.960000,2146000
2023-04-12,16.410000,16.410000,15.850000,16.160000,16.160000,2765300
2023-04-13,16.370001,16.830000,16.299999,16.360001,16.360001,2961500
2023-04-14,16.299999,16.555000,16.120001,16.469999,16.469999,2246900
2023-04-17,16.410000,16.844999,16.170000,16.340000,16.340000,2329800
2023-04-18,16.610001,16.730000,16.325001,16.600000,16.600000,1790800
2023-04-19,16.330000,17.080000,16.270000,16.770000,16.770000,2262600
2023-04-20,16.500000,16.865000,16.389999,16.490000,16.490000,2077000
2023-04-21,16.590000,16.715000,16.315001,16.430000,16.430000,2039800
2023-04-24,16.530001,16.590000,15.590000,15.860000,15.860000,2439900
2023-04-25,15.760000,15.790000,15.410000,15.440000,15.440000,1740900
2023-04-26,15.760000,16.370001,15.610000,15.940000,15.940000,3049000
2023-04-27,16.480000,17.340000,16.379999,17.030001,17.030001,2945300
2023-04-28,16.959999,17.320000,16.680000,17.000000,17.000000,2051500
2023-05-01,16.969999,17.110001,16.684999,16.870001,16.870001,3190800
2023-05-02,16.809999,16.910000,15.700000,16.260000,16.260000,2790400
2023-05-03,16.360001,17.190001,16.350000,16.450001,16.450001,2243200
2023-05-04,16.650000,17.035000,16.559999,16.620001,16.620001,2322800
2023-05-05,16.900000,17.260000,16.850000,17.160000,17.160000,1757100
2023-05-08,17.200001,17.915001,17.200001,17.620001,17.620001,2333700
2023-05-09,17.410000,17.750000,17.250000,17.330000,17.330000,3295900
2023-05-10,17.740000,18.059999,17.565001,17.809999,17.809999,4608900
2023-05-11,21.754999,22.995001,20.900000,22.000000,22.000000,15089800
2023-05-12,22.680000,22.680000,21.120001,21.510000,21.510000,3462000
2023-05-15,21.549999,22.930000,21.370001,22.629999,22.629999,3835100
2023-05-16,22.500000,23.110001,22.075001,22.879999,22.879999,2594200
2023-05-17,24.370001,25.010000,24.049999,24.379999,24.379999,5482300
2023-05-18,24.430000,25.202999,24.280001,25.080000,25.080000,4548200
2023-05-19,25.080000,25.240000,24.698000,25.120001,25.120001,2217400
2023-05-22,25.170000,25.340000,24.535000,25.090000,25.090000,3246900
2023-05-23,24.930000,25.500000,24.719999,24.809999,24.809999,1819500
2023-05-24,24.389999,24.850000,24.230000,24.430000,24.430000,1749000
2023-05-25,24.930000,25.075001,23.650000,24.049999,24.049999,1905400
2023-05-26,24.139999,24.486000,23.870001,24.049999,24.049999,1772000
2023-05-30,24.610001,24.910000,24.115000,24.230000,24.230000,2196400
2023-05-31,23.990000,25.179001,23.879999,25.010000,25.010000,3578300
2023-06-01,24.510000,25.000000,24.129999,24.830000,24.830000,1908900
2023-06-02,25.040001,25.646999,24.610001,24.809999,24.809999,2718300
2023-06-05,24.790001,25.790001,24.190001,25.600000,25.600000,3630000
2023-06-06,25.650000,25.719999,23.240000,23.299999,23.299999,4938300
2023-06-07,23.580000,23.700001,21.035000,21.535000,21.535000,6511100
2023-06-08,21.440001,22.860001,21.330000,22.490000,22.490000,3651200
2023-06-09,22.389999,23.510000,22.344999,22.660000,22.660000,1963000
2023-06-12,22.830000,22.830000,22.160000,22.379999,22.379999,2137800
2023-06-13,22.709999,23.120001,22.190001,22.520000,22.520000,2016800
2023-06-14,22.510000,22.780001,21.870001,22.500000,22.500000,2264300
2023-06-15,22.190001,23.459999,22.110001,23.209999,23.209999,2228000
2023-06-16,23.299999,24.430000,23.090000,23.969999,23.969999,7120300
2023-06-20,23.690001,24.295000,23.219999,23.580000,23.580000,2908200
2023-06-21,23.629999,23.790001,23.180000,23.350000,23.350000,1782300
2023-06-22,23.219999,23.770000,22.954000,23.700001,23.700001,1333100
2023-06-23,23.299999,23.510000,22.850000,23.389999,23.389999,4326600
2023-06-26,23.490000,24.700001,23.475000,24.190001,24.190001,1800200
2023-06-27,24.520000,26.155001,24.520000,26.040001,26.040001,2516400
2023-06-28,25.920000,26.618000,25.665001,25.709999,25.709999,2181400
2023-06-29,25.700001,25.760000,25.111000,25.570000,25.570000,1486900
2023-06-30,26.040001,26.320000,25.700001,25.730000,25.730000,2090900
2023-07-03,25.650000,25.995001,25.540001,25.920000,25.920000,759200
2023-07-05,25.790001,26.650000,25.790001,26.559999,26.559999,1757100
2023-07-06,26.020000,26.120001,25.240000,25.549999,25.549999,1878900
2023-07-07,25.760000,26.540001,25.730000,25.990000,25.990000,1505200
2023-07-10,25.830000,27.139999,25.820000,27.080000,27.080000,1999900
2023-07-11,27.219999,28.590000,26.920000,28.090000,28.090000,2805200
2023-07-12,28.500000,28.559999,27.850000,28.299999,28.299999,1504800
2023-07-13,28.549999,29.250000,28.330000,28.990000,28.990000,2518700
2023-07-14,28.980000,29.125000,28.080000,28.150000,28.150000,1112700
2023-07-17,28.299999,28.719999,27.860001,28.459999,28.459999,1072100
2023-07-18,28.700001,28.759001,28.270000,28.309999,28.309999,1215400
2023-07-19,28.600000,29.125000,28.129999,28.570000,28.570000,1519000
2023-07-20,28.070000,28.180000,27.320000,28.030001,28.030001,2525300
2023-07-21,28.480000,28.510000,27.969999,28.100000,28.100000,1094800
2023-07-24,29.500000,29.500000,27.959999,28.150000,28.150000,1442200
2023-07-25,28.400000,28.930000,28.393000,28.639999,28.639999,1323300
2023-07-26,28.190001,29.980000,28.190001,29.940001,29.940001,1880300
2023-07-27,30.590000,31.100000,29.950001,29.980000,29.980000,2646300
2023-07-28,30.730000,31.330000,30.480000,31.260000,31.260000,2014200
2023-07-31,31.309999,31.889999,31.170000,31.400000,31.400000,1526400
2023-08-01,31.139999,32.029999,30.870001,31.430000,31.430000,1471700
2023-08-02,30.570000,31.375000,29.761999,31.160000,31.160000,2419300
2023-08-03,31.000000,31.190001,30.350000,30.590000,30.590000,1267300
2023-08-04,31.100000,31.969999,31.025000,31.360001,31.360001,3167100
2023-08-07,31.440001,31.480000,30.230000,30.780001,30.780001,2225100
2023-08-08,30.070000,30.320000,29.600000,30.049999,30.049999,1966400
2023-08-09,30.030001,30.190001,28.990999,29.410000,29.410000,4990600
2023-08-10,38.320000,38.959999,33.169998,37.200001,37.200001,19545600
2023-08-11,37.200001,39.570000,37.105000,38.889999,38.889999,7701100
2023-08-14,38.400002,40.000000,38.299999,39.750000,39.750000,3657400
2023-08-15,39.689999,40.040001,38.529999,39.630001,39.630001,2374500
2023-08-16,39.400002,39.650002,38.625000,39.049999,39.049999,2437000
2023-08-17,38.619999,38.869999,37.439999,37.820000,37.820000,2300700
2023-08-18,37.209999,39.250000,37.070000,38.230000,38.230000,2516600
2023-08-21,38.509998,39.599998,38.130001,39.009998,39.009998,4053500
2023-08-22,40.680000,40.689999,39.240002,39.480000,39.480000,2502600
2023-08-23,39.560001,40.189999,39.389999,40.180000,40.180000,2112100
2023-08-24,40.430000,40.430000,39.220001,39.310001,39.310001,1984200
2023-08-25,39.310001,39.935001,38.849998,39.759998,39.759998,1595600
2023-08-28,39.669998,40.910000,39.369999,40.650002,40.650002,2042600
2023-08-29,40.459999,42.299999,40.380001,41.220001,41.220001,2865400
2023-08-30,41.250000,43.040001,41.250000,42.980000,42.980000,2481800
2023-08-31,43.099998,43.236000,42.540001,43.220001,43.220001,2226600
2023-09-01,43.490002,43.759998,42.849998,43.189999,43.189999,1467600
2023-09-05,42.709999,43.459999,42.130001,42.540001,42.540001,2090000
2023-09-06,42.259998,42.700001,41.779999,42.230000,42.230000,1971700
2023-09-07,41.720001,42.900002,41.502998,42.480000,42.480000,1468700
2023-09-08,42.340000,42.615002,41.724998,42.119999,42.119999,1284700
2023-09-11,42.619999,43.639999,42.279999,42.400002,42.400002,1798800
2023-09-12,41.959999,42.340000,41.310001,41.700001,41.700001,3087200
2023-09-13,41.410000,41.849998,40.700001,40.810001,40.810001,2640100
2023-09-14,41.720001,42.970001,41.305000,42.599998,42.599998,3400500
2023-09-15,42.119999,42.840000,41.090000,42.820000,42.820000,6482300
2023-09-18,42.490002,44.889999,42.084999,44.009998,44.009998,5615400
2023-09-19,43.599998,43.790001,39.020000,39.730000,39.730000,5802800
2023-09-20,39.669998,40.560001,39.310001,39.330002,39.330002,3764600
2023-09-21,38.380001,39.299999,38.240002,38.439999,38.439999,2582200
2023-09-22,38.820000,38.970001,37.481998,37.759998,37.759998,2103800
2023-09-25,37.349998,38.340000,37.119999,38.200001,38.200001,2219500
2023-09-26,37.650002,39.049999,37.369999,38.590000,38.590000,2240000
2023-09-27,38.959999,39.560001,38.389999,39.560001,39.560001,1734600
2023-09-28,39.240002,40.349998,38.900002,39.740002,39.740002,1485900
2023-09-29,40.380001,40.529999,39.610001,39.959999,39.959999,1539100
2023-10-02,40.150002,41.049999,39.970001,40.820000,40.820000,1356600
2023-10-03,40.320000,40.959999,39.000000,39.130001,39.130001,2126900
2023-10-04,39.299999,40.470001,39.240002,40.330002,40.330002,2205600
2023-10-05,40.290001,40.340000,39.320000,39.700001,39.700001,1230600
2023-10-06,38.990002,41.060001,38.790001,40.380001,40.380001,1828500
2023-10-09,39.709999,40.939999,39.570000,40.849998,40.849998,1543000
2023-10-10,41.500000,42.220001,40.422001,40.529999,40.529999,3160600
2023-10-11,40.500000,40.639999,39.799999,40.279999,40.279999,2003700
2023-10-12,40.160000,40.209999,38.980000,39.689999,39.689999,2033100
2023-10-13,39.680000,39.830002,38.209999,38.520000,38.520000,2091600
2023-10-16,38.689999,39.430000,37.910000,38.889999,38.889999,2298800
2023-10-17,38.889999,40.250000,38.814999,39.639999,39.639999,2237000
2023-10-18,39.360001,39.980000,38.630001,38.950001,38.950001,1546400
2023-10-19,39.369999,39.680000,38.450001,38.540001,38.540001,2165900
2023-10-20,38.340000,38.560001,37.389999,37.580002,37.580002,1993400
2023-10-23,37.049999,38.230000,36.830002,37.639999,37.639999,1440700
2023-10-24,38.180000,38.950001,37.716999,38.470001,38.470001,1352200
2023-10-25,38.320000,38.380001,36.060001,36.150002,36.150002,1709900
2023-10-26,36.400002,36.650002,34.450001,36.369999,36.369999,3996700
2023-10-27,36.770000,37.000000,36.132999,36.220001,36.220001,2358200
2023-10-30,36.820000,37.160000,35.869999,36.730000,36.730000,1631000
2023-10-31,36.880001,37.279999,36.264999,36.439999,36.439999,1023800
2023-11-01,36.570000,36.765999,36.044998,36.700001,36.700001,2246500
2023-11-02,37.630001,38.919998,37.279999,37.360001,37.360001,2093800
2023-11-03,37.259998,39.509998,37.259998,39.270000,39.270000,2235200
2023-11-06,39.360001,39.480000,38.419998,39.419998,39.419998,3293900
2023-11-07,40.000000,41.500000,39.665001,40.889999,40.889999,5125600
2023-11-08,41.099998,41.910000,39.818001,40.119999,40.119999,5230800
2023-11-09,45.105000,45.105000,37.139999,39.680000,39.680000,14358800
2023-11-10,39.869999,44.060001,39.130001,43.790001,43.790001,5897800
2023-11-13,43.650002,44.520000,41.325001,41.410000,41.410000,3429900
2023-11-14,42.580002,43.810001,42.570000,42.799999,42.799999,3557900
2023-11-15,42.439999,42.700001,39.869999,40.450001,40.450001,5182300
2023-11-16,40.200001,40.400002,38.900002,38.930000,38.930000,2850300
2023-11-17,39.189999,39.419998,38.570000,39.099998,39.099998,2328700
2023-11-20,39.160000,40.110001,39.160000,39.500000,39.500000,1991400
2023-11-21,39.020000,39.650002,38.660000,38.770000,38.770000,1830000
2023-11-22,39.000000,39.540001,38.610001,39.240002,39.240002,1329400
2023-11-24,39.209999,39.638000,38.730000,39.490002,39.490002,811900
2023-11-27,39.250000,40.419998,38.790001,39.389999,39.389999,3201600
2023-11-28,39.430000,40.090000,37.950001,38.400002,38.400002,3391600
2023-11-29,38.880001,39.270000,38.279999,39.029999,39.029999,2245900
2023-11-30,38.930000,39.500000,37.043999,37.480000,37.480000,4034500
2023-12-01,37.650002,38.770000,36.810001,38.250000,38.250000,2907400
2023-12-04,37.570000,37.930000,36.950001,37.369999,37.369999,3051100
2023-12-05,36.980000,37.380001,36.610001,37.070000,37.070000,2456500
2023-12-06,37.130001,37.799999,36.299999,36.599998,36.599998,1929500
2023-12-07,36.520000,37.060001,36.369999,36.840000,36.840000,1932000
2023-12-08,36.529999,37.615002,36.529999,37.360001,37.360001,1631300
2023-12-11,37.270000,37.910000,36.580002,36.740002,36.740002,3843100
2023-12-12,36.560001,36.750000,35.790001,36.259998,36.259998,4006800
2023-12-13,36.369999,38.029999,36.330002,37.930000,37.930000,3158300
2023-12-14,38.250000,39.590000,38.139999,38.689999,38.689999,4068300
2023-12-15,38.790001,40.240002,38.720001,39.950001,39.950001,4498800
2023-12-18,40.570000,41.049999,39.919998,40.869999,40.869999,2922500
2023-12-19,41.459999,44.410000,41.259998,43.590000,43.590000,3942400
2023-12-20,43.610001,44.570000,43.029999,43.099998,43.099998,2132600
2023-12-21,43.919998,44.110001,42.320999,43.000000,43.000000,1590100
2023-12-22,42.380001,42.480000,41.139999,41.209999,41.209999,1898100
2023-12-26,41.160000,41.389999,40.310001,40.400002,40.400002,2617200
2023-12-27,40.500000,40.689999,39.880001,40.650002,40.650002,2234100
2023-12-28,40.349998,40.930000,40.349998,40.759998,40.759998,1130700
2023-12-29,40.700001,40.750000,39.275002,39.849998,39.849998,2260500
2024-01-02,39.410000,39.410000,38.299999,38.779999,38.779999,2371600
2024-01-03,37.939999,38.430000,37.580002,38.209999,38.209999,1942300
2024-01-04,38.040001,38.419998,37.400002,38.119999,38.119999,2131400
2024-01-05,37.790001,38.689999,37.680000,38.110001,38.110001,1955600
2024-01-08,38.330002,39.310001,37.950001,39.290001,39.290001,1428600
2024-01-09,38.759998,39.310001,38.599998,39.139999,39.139999,1726900
2024-01-10,39.389999,41.259998,39.150002,40.529999,40.529999,2951400
2024-01-11,40.990002,41.450001,39.910000,41.419998,41.419998,2108600
2024-01-12,41.450001,42.029999,41.209999,41.709999,41.709999,2121100
2024-01-16,41.369999,41.419998,40.389999,40.720001,40.720001,2131300
2024-01-17,40.570000,41.220001,39.430000,41.180000,41.180000,2661200
2024-01-18,42.009998,43.119999,40.980000,43.090000,43.090000,2826600
2024-01-19,43.400002,43.700001,41.099998,41.139999,41.139999,3288200
2024-01-22,42.439999,44.018002,42.275002,43.355000,43.355000,8093000
2024-01-23,44.049999,44.889999,43.400002,44.730000,44.730000,5229600
2024-01-24,45.419998,45.599998,42.889999,43.310001,43.310001,3867500
2024-01-25,43.919998,44.570000,43.250000,44.070000,44.070000,1895100
2024-01-26,44.139999,44.580002,43.896000,44.299999,44.299999,2173500
2024-01-29,44.549999,46.590000,44.150002,46.570000,46.570000,4791600
2024-01-30,46.419998,47.040001,42.110001,42.470001,42.470001,5727700
2024-01-31,41.799999,42.445000,41.040001,41.130001,41.130001,2907100
2024-02-01,41.540001,41.980000,40.900002,40.959999,40.959999,2847200
2024-02-02,41.000000,45.889999,40.709999,45.860001,45.860001,6021700
2024-02-05,45.599998,46.090000,44.009998,45.480000,45.480000,2839600
2024-02-06,46.110001,46.500000,45.084000,46.040001,46.040001,2400200
2024-02-07,46.500000,47.830002,45.715000,47.689999,47.689999,4285800
2024-02-08,47.801998,48.770000,46.520000,46.549999,46.549999,3383900
2024-02-09,47.080002,47.160000,45.279999,46.349998,46.349998,2741500
2024-02-12,46.680000,48.369999,46.480000,47.060001,47.060001,3593300
2024-02-13,45.330002,46.790001,45.124001,45.830002,45.830002,3452200
2024-02-14,46.279999,47.299999,45.590000,46.869999,46.869999,6882500
2024-02-15,54.685001,59.139999,52.750000,58.500000,58.500000,16102500
2024-02-16,58.520000,60.650002,57.119999,59.869999,59.869999,6176200
2024-02-20,59.130001,59.150002,55.380001,57.330002,57.330002,6228000
2024-02-21,55.209999,57.580002,54.500000,55.419998,55.419998,4189000
2024-02-22,57.759998,58.340000,56.450001,57.799999,57.799999,4505000
2024-02-23,58.070000,59.068001,57.090000,57.389999,57.389999,3099000
2024-02-26,57.820000,60.900002,57.720001,58.990002,58.990002,4403100
2024-02-27,59.910000,61.349998,59.680000,60.630001,60.630001,4166100
2024-02-28,59.799999,60.400002,57.965000,58.009998,58.009998,2882700
2024-02-29,58.500000,60.060001,57.400002,59.720001,59.720001,15796600
2024-03-01,60.730000,62.340000,59.840000,62.259998,62.259998,6042700
2024-03-04,62.500000,63.487999,61.599998,61.869999,61.869999,4657800
2024-03-05,60.750000,61.689999,60.020000,60.959999,60.959999,3761500
2024-03-06,62.529999,63.840000,61.119999,62.619999,62.619999,4374100
2024-03-07,63.000000,63.380001,62.310001,63.189999,63.189999,4283500
2024-03-08,64.040001,65.669998,62.540001,63.419998,63.419998,3859300
2024-03-11,62.799999,62.950001,59.299999,60.029999,60.029999,4416800
2024-03-12,61.150002,61.349998,59.919998,61.110001,61.110001,3947500
2024-03-13,60.990002,63.209999,60.799999,63.090000,63.090000,3591800
2024-03-14,63.430000,64.309998,62.500000,63.189999,63.189999,3870900
2024-03-15,62.580002,63.907001,62.139999,63.130001,63.130001,4649200
2024-03-18,63.750000,68.820000,63.590000,68.150002,68.150002,7559300
2024-03-19,66.989998,68.004997,63.734001,67.639999,67.639999,5961700
2024-03-20,68.180000,71.070000,67.279999,70.519997,70.519997,3855300
2024-03-21,71.519997,73.480003,71.029999,71.910004,71.910004,3400800
2024-03-22,72.000000,72.305000,70.260002,71.230003,71.230003,6504000
2024-03-25,70.610001,73.250000,70.389999,72.599998,72.599998,2618000
2024-03-26,72.800003,74.550003,70.570000,71.089996,71.089996,5233200
2024-03-27,71.250000,71.595001,66.290001,68.860001,68.860001,4049600
2024-03-28,68.849998,70.035004,68.540001,69.220001,69.220001,2602100
2024-04-01,69.040001,69.430000,67.800003,69.139999,69.139999,1735800
2024-04-02,67.400002,69.760002,67.199997,69.720001,69.720001,3216500
2024-04-03,69.760002,73.679001,69.510002,72.860001,72.860001,7316600
2024-04-04,73.099998,75.830002,72.489998,72.779999,72.779999,4692300
2024-04-05,71.949997,75.849998,70.830002,74.794998,74.794998,4150800
2024-04-08,77.180000,78.290001,75.050003,78.050003,78.050003,3907400
2024-04-09,78.300003,79.550003,75.334999,76.519997,76.519997,4198000
2024-04-10,74.709999,77.529999,74.320000,76.339996,76.339996,2924200
2024-04-11,77.209999,78.875000,75.220001,78.239998,78.239998,2777200
2024-04-12,77.500000,78.040001,74.489998,75.570000,75.570000,2561300
2024-04-15,74.339996,75.095001,71.279999,71.430000,71.430000,4107200
2024-04-16,70.809998,73.290001,70.453003,72.320000,72.320000,2812100
2024-04-17,72.750000,73.188004,70.360001,70.900002,70.900002,2394700
2024-04-18,71.470001,71.830002,68.309998,68.860001,68.860001,3701600
2024-04-19,68.160004,69.180000,66.209999,66.800003,66.800003,2611400
2024-04-22,67.300003,68.250000,65.699997,67.849998,67.849998,2468600
2024-04-23,68.860001,71.669998,68.860001,71.184998,71.184998,2526700
2024-04-24,71.800003,72.980003,68.459999,69.699997,69.699997,3856500
2024-04-25,66.459999,69.779999,65.620003,69.209999,69.209999,4564800
2024-04-26,70.089996,74.589996,69.970001,73.820000,73.820000,5333700
